"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","AE",48,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",48,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",48,"2007/2008",3.91966526444696,"iquitos","train","seasoninc"
"new","LS",0,"2008/2009",-4.42169610928014,"iquitos","train","peakweek"
"new","LS",0,"2008/2009",-4.78199635294459,"iquitos","train","peakinc"
"new","LS",0,"2008/2009",-4.73646175323492,"iquitos","train","seasoninc"
"new","AE",0,"2008/2009",13,"iquitos","train","peakweek"
"new","AE",0,"2008/2009",53.7331485112712,"iquitos","train","peakinc"
"new","AE",0,"2008/2009",555.058434869336,"iquitos","train","seasoninc"
"new","LS",4,"2008/2009",-4.68592197142784,"iquitos","train","peakweek"
"new","LS",4,"2008/2009",-4.86138720783674,"iquitos","train","peakinc"
"new","LS",4,"2008/2009",-4.80956213997215,"iquitos","train","seasoninc"
"new","AE",4,"2008/2009",14,"iquitos","train","peakweek"
"new","AE",4,"2008/2009",52.1316976545041,"iquitos","train","peakinc"
"new","AE",4,"2008/2009",522.427442649944,"iquitos","train","seasoninc"
"new","LS",8,"2008/2009",-4.26374892012538,"iquitos","train","peakweek"
"new","LS",8,"2008/2009",-4.94903653085797,"iquitos","train","peakinc"
"new","LS",8,"2008/2009",-4.81193544435682,"iquitos","train","seasoninc"
"new","AE",8,"2008/2009",13,"iquitos","train","peakweek"
"new","AE",8,"2008/2009",51.4946064272285,"iquitos","train","peakinc"
"new","AE",8,"2008/2009",479.811431262766,"iquitos","train","seasoninc"
"new","LS",12,"2008/2009",-2.28204253115292,"iquitos","train","peakweek"
"new","LS",12,"2008/2009",-5.03305075949233,"iquitos","train","peakinc"
"new","LS",12,"2008/2009",-2.41126341780642,"iquitos","train","seasoninc"
"new","AE",12,"2008/2009",2,"iquitos","train","peakweek"
"new","AE",12,"2008/2009",36.964367607004,"iquitos","train","peakinc"
"new","AE",12,"2008/2009",244.53182399957,"iquitos","train","seasoninc"
"new","LS",16,"2008/2009",-0.7449145904078,"iquitos","train","peakweek"
"new","LS",16,"2008/2009",-0.0844096422227601,"iquitos","train","peakinc"
"new","LS",16,"2008/2009",-2.95138969152153,"iquitos","train","seasoninc"
"new","AE",16,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",16,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",16,"2008/2009",200.714502355707,"iquitos","train","seasoninc"
"new","LS",20,"2008/2009",-0.158848200608313,"iquitos","train","peakweek"
"new","LS",20,"2008/2009",-0.0316025986015774,"iquitos","train","peakinc"
"new","LS",20,"2008/2009",-3.94967262634939,"iquitos","train","seasoninc"
"new","AE",20,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",20,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",20,"2008/2009",241.65996655513,"iquitos","train","seasoninc"
"new","LS",24,"2008/2009",-0.121651100593807,"iquitos","train","peakweek"
"new","LS",24,"2008/2009",-0.0272187096076522,"iquitos","train","peakinc"
"new","LS",24,"2008/2009",-1.90888402401469,"iquitos","train","seasoninc"
"new","AE",24,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",24,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",24,"2008/2009",167.682008317865,"iquitos","train","seasoninc"
"new","LS",28,"2008/2009",-0.0883771106174129,"iquitos","train","peakweek"
"new","LS",28,"2008/2009",-0.0227506365520703,"iquitos","train","peakinc"
"new","LS",28,"2008/2009",-1.77742192489561,"iquitos","train","seasoninc"
"new","AE",28,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",28,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",28,"2008/2009",158.126225252325,"iquitos","train","seasoninc"
"new","LS",32,"2008/2009",-0.196628386785058,"iquitos","train","peakweek"
"new","LS",32,"2008/2009",-0.0387822643155848,"iquitos","train","peakinc"
"new","LS",32,"2008/2009",-5.74433940337477,"iquitos","train","seasoninc"
"new","AE",32,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",32,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",32,"2008/2009",312.921820930914,"iquitos","train","seasoninc"
"new","LS",36,"2008/2009",-0.0362933556972688,"iquitos","train","peakweek"
"new","LS",36,"2008/2009",-0.01373332194234,"iquitos","train","peakinc"
"new","LS",36,"2008/2009",-0.0586907261063801,"iquitos","train","seasoninc"
"new","AE",36,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",36,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",36,"2008/2009",50.0838913396055,"iquitos","train","seasoninc"
"new","LS",40,"2008/2009",-0.0183113197712529,"iquitos","train","peakweek"
"new","LS",40,"2008/2009",-0.00918349461225862,"iquitos","train","peakinc"
"new","LS",40,"2008/2009",-0.515002240815955,"iquitos","train","seasoninc"
"new","AE",40,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",40,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",40,"2008/2009",2.96000882395083,"iquitos","train","seasoninc"
"new","LS",44,"2008/2009",-0.00614110475676306,"iquitos","train","peakweek"
"new","LS",44,"2008/2009",-0.00460582223474944,"iquitos","train","peakinc"
"new","LS",44,"2008/2009",-0.882861639916372,"iquitos","train","seasoninc"
"new","AE",44,"2008/2009",0,"iquitos","train","peakweek"
"new","AE",44,"2008/2009",0,"iquitos","train","peakinc"
"new","AE",44,"2008/2009",11.1687877775994,"iquitos","train","seasoninc"
"new","LS",48,"2008/2009",0,"iquitos","train","peakweek"
